flow_id,flow_name,flow_folder,flow_status,trigger_type,action_id,action_type,message_id,message_name,channel,branch_path,email_number,subject,preview_text,template_id,html_filename
RjxYRj,Post-Purchase - 1-Db Overdrive & Thyro-Drive - Cross-Sell - 2025,overdrive-thyro-drive,live,Added to List,87602283,SEND_EMAIL,VcTM7k,F-PP-1-Db-Crs-Sl-Cr-Fe-L-2,Email,female-legionnaire,2,Fat loss doesn't stop when the day ends...,Day + night support = better fat-loss results...,R8mCEK,overdrive-thyro-drive_email-2_fat-loss-doesnt-stop-when-the-day-ends_female-legionnaire.html
RjxYRj,Post-Purchase - 1-Db Overdrive & Thyro-Drive - Cross-Sell - 2025,overdrive-thyro-drive,live,Added to List,87602286,SEND_EMAIL,VKhznz,F-PP-1-Db-Crs-Sl-Cr-L,Email,legionnaire,1,Feel like you're spinning your wheels?,Poor sleep and elevated stress levels don't just make you tired...,XxHsT4,overdrive-thyro-drive_email-1_feel-like-youre-spinning-your-wheels_legionnaire.html
RjxYRj,Post-Purchase - 1-Db Overdrive & Thyro-Drive - Cross-Sell - 2025,overdrive-thyro-drive,live,Added to List,87602291,SEND_EMAIL,WhFmDN,F-PP-1-Db-Crs-Sl-Cr-L-2,Email,legionnaire,2,Fat loss doesn't stop when the day ends...,Day + night support = better fat-loss results...,UNcE42,overdrive-thyro-drive_email-2_fat-loss-doesnt-stop-when-the-day-ends_legionnaire.html
UWE6S3,Post-Purchase - 1-Db Overdrive - Cross-Sell - 2025,overdrive,live,Added to List,87519980,SEND_EMAIL,YxvRSZ,F-PP-1-Db-Crs-Sl-ThDr-Fe,Email,female,1,When fat loss feels stuck...,Make sure your metabolism isn't slowing you down...,SxdaJV,overdrive_email-1_when-fat-loss-feels-stuck_female.html
UWE6S3,Post-Purchase - 1-Db Overdrive - Cross-Sell - 2025,overdrive,live,Added to List,87519984,SEND_EMAIL,SszUpx,F-PP-1-Db-Crs-Sl-Cr-Fe,Email,female,1,Is this standing in your way?,Poor sleep and elevated stress levels don't just make you tired...,UeZMU2,overdrive_email-1_is-this-standing-in-your-way_female.html
UWE6S3,Post-Purchase - 1-Db Overdrive - Cross-Sell - 2025,overdrive,live,Added to List,87519987,SEND_EMAIL,VqqCMS,F-PP-1-Db-Crs-Sl-ThDr,Email,default,1,When fat loss feels stuck...,Make sure your metabolism isn't slowing you down...,XcQwim,overdrive_email-1_when-fat-loss-feels-stuck_default.html
UWE6S3,Post-Purchase - 1-Db Overdrive - Cross-Sell - 2025,overdrive,live,Added to List,87519992,SEND_EMAIL,SUksjn,F-PP-1-Db-Crs-Sl-Cr,Email,default,1,Feel like you're spinning your wheels?,Poor sleep and elevated stress levels don't just make you tired...,UGLjPR,overdrive_email-1_feel-like-youre-spinning-your-wheels_default.html
UWE6S3,Post-Purchase - 1-Db Overdrive - Cross-Sell - 2025,overdrive,live,Added to List,87519996,SEND_EMAIL,Vfa876,F-PP-1-Db-Crs-Sl-ThDr-Fe-L,Email,female-legionnaire,1,When fat loss feels stuck...,Make sure your metabolism isn't slowing you down...,X3zZBz,overdrive_email-1_when-fat-loss-feels-stuck_female-legionnaire.html
UWE6S3,Post-Purchase - 1-Db Overdrive - Cross-Sell - 2025,overdrive,live,Added to List,87520000,SEND_EMAIL,YcYQvr,F-PP-1-Db-Crs-Sl-Cr-Fe-L,Email,female-legionnaire,1,Is this standing in your way?,Poor sleep and elevated stress levels don't just make you tired...,ScG9mm,overdrive_email-1_is-this-standing-in-your-way_female-legionnaire.html
UWE6S3,Post-Purchase - 1-Db Overdrive - Cross-Sell - 2025,overdrive,live,Added to List,87520003,SEND_EMAIL,V5TBqi,F-PP-1-Db-Crs-Sl-ThDr-L,Email,legionnaire,1,When fat loss feels stuck...,Make sure your metabolism isn't slowing you down...,WSjuUM,overdrive_email-1_when-fat-loss-feels-stuck_legionnaire.html
UWE6S3,Post-Purchase - 1-Db Overdrive - Cross-Sell - 2025,overdrive,live,Added to List,87520008,SEND_EMAIL,VChpFx,F-PP-1-Db-Crs-Sl-Cr-L,Email,legionnaire,1,Feel like you're spinning your wheels?,Poor sleep and elevated stress levels don't just make you tired...,XqHhc2,overdrive_email-1_feel-like-youre-spinning-your-wheels_legionnaire.html
RHTABf,Post-Purchase - Collagen - Cross-Sell - 2025,collagen,live,Added to List,86636180,SEND_EMAIL,Twju7J,F-PP-Clgn-Crs-Sl-HSN-Fe,Email,female,1,Ready to glow all the way up?,You want more out of your daily routine than just...,ViKmCd,collagen_email-1_ready-to-glow-all-the-way-up_female.html
RHTABf,Post-Purchase - Collagen - Cross-Sell - 2025,collagen,live,Added to List,86636184,SEND_EMAIL,Wuacw5,F-PP-Clgn-Crs-Sl-Hrmn-Fe,Email,female,1,Could this be standing in your way?,Sometimes it's not your mindset or routine that's holding you back. It's...,YgA62y,collagen_email-1_could-this-be-standing-in-your-way_female.html
RHTABf,Post-Purchase - Collagen - Cross-Sell - 2025,collagen,live,Added to List,86636193,SEND_EMAIL,VLvTy4,F-PP-Clgn-Crs-Sl-HSN,Email,default,1,"Have you been feeling ""off"" lately?",That's your gut trying to tell you something...,XyVM4x,collagen_email-1_have-you-been-feeling-off-lately_default.html
RHTABf,Post-Purchase - Collagen - Cross-Sell - 2025,collagen,live,Added to List,86636199,SEND_EMAIL,S72SbG,F-PP-Clgn-Crs-Sl-Hrmn,Email,default,1,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,TTsKGb,collagen_email-1_youre-90-of-the-way-there_default.html
RHTABf,Post-Purchase - Collagen - Cross-Sell - 2025,collagen,live,Added to List,86636209,SEND_EMAIL,W9Db8v,F-PP-Clgn-Crs-Sl-HSN-Fe-L,Email,female-legionnaire,1,Ready to glow all the way up?,You want more out of your daily routine than just...,RCTjdz,collagen_email-1_ready-to-glow-all-the-way-up_female-legionnaire.html
RHTABf,Post-Purchase - Collagen - Cross-Sell - 2025,collagen,live,Added to List,86636214,SEND_EMAIL,WG2XpJ,F-PP-Clgn-Crs-Sl-Hrmn-Fe-L,Email,female-legionnaire,1,Could this be standing in your way?,Sometimes it's not your mindset or routine that's holding you back. It's...,VXihUp,collagen_email-1_could-this-be-standing-in-your-way_female-legionnaire.html
RHTABf,Post-Purchase - Collagen - Cross-Sell - 2025,collagen,live,Added to List,86636222,SEND_EMAIL,VYnErH,F-PP-Clgn-Crs-Sl-HSN-L,Email,legionnaire,1,"Have you been feeling ""off"" lately?",That's your gut trying to tell you something...,XLNxWc,collagen_email-1_have-you-been-feeling-off-lately_legionnaire.html
RHTABf,Post-Purchase - Collagen - Cross-Sell - 2025,collagen,live,Added to List,86636228,SEND_EMAIL,VTKq6j,F-PP-Clgn-Crs-Sl-Hrmn-L,Email,legionnaire,1,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,XGbhAN,collagen_email-1_youre-90-of-the-way-there_legionnaire.html
RaXYxW,Post-Purchase - Level-1 - Cross-Sell - 2025,level-1,live,Added to List,86455277,SEND_EMAIL,SXpS4r,F-PP-Lev1-Crs-Sl-Cr-Fe-1,Email,default,1,You're getting your protein in. Now what?,Here's what most people miss...,UKPKyU,level-1_email-1_youre-getting-your-protein-in-now-what_default.html
RaXYxW,Post-Purchase - Level-1 - Cross-Sell - 2025,level-1,live,Added to List,86455287,SEND_EMAIL,UFcvdw,F-PP-Lev1-Crs-Sl-Cr-Fe-2,Email,female,2,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,WtCnHZ,level-1_email-2_youre-90-of-the-way-there_female.html
RaXYxW,Post-Purchase - Level-1 - Cross-Sell - 2025,level-1,live,Added to List,86455288,SEND_EMAIL,XD3dBR,F-PP-Lev1-Crs-Sl-Cr-1,Email,default,1,You're getting your protein in. Now what?,Here's what most people miss...,TF6aEi,level-1_email-1_youre-getting-your-protein-in-now-what_default.html
RaXYxW,Post-Purchase - Level-1 - Cross-Sell - 2025,level-1,live,Added to List,86455295,SEND_EMAIL,YbqZT6,F-PP-Lev1-Crs-Sl-Cr-2,Email,default,2,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,WMBTps,level-1_email-2_youre-90-of-the-way-there_default.html
RaXYxW,Post-Purchase - Level-1 - Cross-Sell - 2025,level-1,live,Added to List,86455301,SEND_EMAIL,TfTThu,F-PP-Lev1-Crs-Sl-Cr-Fe-L,Email,female-legionnaire,1,You're getting your protein in. Now what?,Here's what most people miss...,YbkZpV,level-1_email-1_youre-getting-your-protein-in-now-what_female-legionnaire.html
RaXYxW,Post-Purchase - Level-1 - Cross-Sell - 2025,level-1,live,Added to List,86455305,SEND_EMAIL,WdJBFP,F-PP-Lev1-Crs-Sl-Cr-Fe-2-L,Email,legionnaire,1,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,TDp9bw,level-1_email-1_youre-90-of-the-way-there_legionnaire.html
RaXYxW,Post-Purchase - Level-1 - Cross-Sell - 2025,level-1,live,Added to List,86455307,SEND_EMAIL,RZRN4e,F-PP-Lev1-Crs-Sl-Cr-L,Email,legionnaire,1,You're getting your protein in. Now what?,Here's what most people miss...,U8BWtE,level-1_email-1_youre-getting-your-protein-in-now-what_legionnaire.html
RaXYxW,Post-Purchase - Level-1 - Cross-Sell - 2025,level-1,live,Added to List,86455313,SEND_EMAIL,W97mkr,F-PP-Lev1-Crs-Sl-Cr-2-L,Email,legionnaire,1,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,U37ENj,level-1_email-1_youre-90-of-the-way-there_legionnaire.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86539261,SEND_EMAIL,Xfy7ac,F-PP-OG-Crs-Sl-Prbtc-Fe,Email,female,1,"Have you been feeling ""off"" lately?",That's your gut trying to tell you something...,Rffq28,opti-greens-50_email-1_have-you-been-feeling-off-lately_female.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86539265,SEND_EMAIL,WCx4xz,F-PP-OG-Crs-Sl-GIA-Fe,Email,female,1,Still feeling bloated?,Sometimes your gut doesn't need support. It needs healing.,Rj2nU2,opti-greens-50_email-1_still-feeling-bloated_female.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86539266,SEND_EMAIL,XaUQNN,F-PP-OG-Crs-Sl-Prbtc,Email,default,1,"Have you been feeling ""off"" lately?",That's your gut trying to tell you something...,SNEL4x,opti-greens-50_email-1_have-you-been-feeling-off-lately_default.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86539270,SEND_EMAIL,X6hAtq,F-PP-OG-Crs-Sl-GIA,Email,default,1,Still feeling bloated?,Sometimes your gut doesn't need support. It needs healing.,W8JuVX,opti-greens-50_email-1_still-feeling-bloated_default.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86539272,SEND_EMAIL,U3PBHF,F-PP-OG-Crs-Sl-Prbtc-Fe-L,Email,female-legionnaire,1,"Have you been feeling ""off"" lately?",That's your gut trying to tell you something...,QQgBLV,opti-greens-50_email-1_have-you-been-feeling-off-lately_female-legionnaire.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86539276,SEND_EMAIL,UAdpYU,F-PP-OG-Crs-Sl-GIA-Fe-L,Email,female-legionnaire,1,Still feeling bloated?,Sometimes your gut doesn't need support. It needs healing.,VyjGwd,opti-greens-50_email-1_still-feeling-bloated_female-legionnaire.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86539278,SEND_EMAIL,V3XVUK,F-PP-OG-Crs-Sl-Prbtc-L,Email,legionnaire,1,"Have you been feeling ""off"" lately?",That's your gut trying to tell you something...,RwvaCM,opti-greens-50_email-1_have-you-been-feeling-off-lately_legionnaire.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86539282,SEND_EMAIL,RZvXb2,F-PP-OG-Crs-Sl-GIA-L,Email,legionnaire,1,Still feeling bloated?,Sometimes your gut doesn't need support. It needs healing.,QZVRv4,opti-greens-50_email-1_still-feeling-bloated_legionnaire.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86541312,SEND_EMAIL,SePtYL,F-PP-OG-Crs-Sl-DgEz-Fe,Email,female,1,Does your stomach turn on you after meals?,"It's frustrating & discouraging, but it might not be...",SvQ7wu,opti-greens-50_email-1_does-your-stomach-turn-on-you-after-meals_female.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86541320,SEND_EMAIL,TMmAt5,F-PP-OG-Crs-Sl-DgEz,Email,default,1,Does your stomach turn on you after meals?,"It's frustrating & discouraging, but it might not be...",XHav6J,opti-greens-50_email-1_does-your-stomach-turn-on-you-after-meals_default.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86541333,SEND_EMAIL,SUsLNg,F-PP-OG-Crs-Sl-DgEz-Fe-L,Email,female-legionnaire,1,Does your stomach turn on you after meals?,"It's frustrating & discouraging, but it might not be...",SNeCxu,opti-greens-50_email-1_does-your-stomach-turn-on-you-after-meals_female-legionnaire.html
Vt8dDH,Post-Purchase - Opti-Greens 50 - Cross-Sell - 2025,opti-greens-50,live,Added to List,86541343,SEND_EMAIL,RvaaSe,F-PP-OG-Crs-Sl-DgEz-L,Email,legionnaire,1,Does your stomach turn on you after meals?,"It's frustrating & discouraging, but it might not be...",RDr3FY,opti-greens-50_email-1_does-your-stomach-turn-on-you-after-meals_legionnaire.html
UgnyCS,Post-Purchase - PWO Stack - Cross-Sell - 2025 - V2,pwo-stack,live,Added to List,86366896,SEND_EMAIL,W4Ns9m,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-1,Email,default,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,XRejDQ,pwo-stack_email-1_what-most-people-miss-about-post-workout-recovery_default.html
UgnyCS,Post-Purchase - PWO Stack - Cross-Sell - 2025 - V2,pwo-stack,live,Added to List,86366900,SEND_EMAIL,RdUzT9,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-2,Email,female,2,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,RkhMLt,pwo-stack_email-2_youre-90-of-the-way-there_female.html
UgnyCS,Post-Purchase - PWO Stack - Cross-Sell - 2025 - V2,pwo-stack,live,Added to List,86366902,SEND_EMAIL,WBceqA,F-PP-PWO-Stack-Crs-Sl-Cr-1,Email,default,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,X4Qt4Y,pwo-stack_email-1_what-most-people-miss-about-post-workout-recovery_default.html
UgnyCS,Post-Purchase - PWO Stack - Cross-Sell - 2025 - V2,pwo-stack,live,Added to List,86366908,SEND_EMAIL,XLB5is,F-PP-PWO-Stack-Crs-Sl-Cr-2,Email,default,2,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,W5aSSh,pwo-stack_email-2_youre-90-of-the-way-there_default.html
UgnyCS,Post-Purchase - PWO Stack - Cross-Sell - 2025 - V2,pwo-stack,live,Added to List,86366914,SEND_EMAIL,VTxVsz,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-L,Email,female-legionnaire,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,XFXNX4,pwo-stack_email-1_what-most-people-miss-about-post-workout-recovery_female-legionnaire.html
UgnyCS,Post-Purchase - PWO Stack - Cross-Sell - 2025 - V2,pwo-stack,live,Added to List,86366918,SEND_EMAIL,R4E5cm,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-2-L,Email,legionnaire,1,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,VsekVX,pwo-stack_email-1_youre-90-of-the-way-there_legionnaire.html
UgnyCS,Post-Purchase - PWO Stack - Cross-Sell - 2025 - V2,pwo-stack,live,Added to List,86366921,SEND_EMAIL,VNUF7b,F-PP-PWO-Stack-Crs-Sl-Cr-1-L,Email,legionnaire,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,VC872M,pwo-stack_email-1_what-most-people-miss-about-post-workout-recovery_legionnaire.html
UgnyCS,Post-Purchase - PWO Stack - Cross-Sell - 2025 - V2,pwo-stack,live,Added to List,86366928,SEND_EMAIL,UySzRV,F-PP-PWO-Stack-Crs-Sl-Cr-2-L,Email,legionnaire,1,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,TjNbpX,pwo-stack_email-1_youre-90-of-the-way-there_legionnaire.html
SRFsGF,Post-Purchase - PWO Stack 2 - Cross-Sell - 2025 - V2,pwo-stack-2,live,Added to List,86367828,SEND_EMAIL,UE7kda,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-1,Email,default,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,WsxdHD,pwo-stack-2_email-1_what-most-people-miss-about-post-workout-recovery_default.html
SRFsGF,Post-Purchase - PWO Stack 2 - Cross-Sell - 2025 - V2,pwo-stack-2,live,Added to List,86367835,SEND_EMAIL,QYCiQN,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-2,Email,female,2,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,R3VwkN,pwo-stack-2_email-2_youre-90-of-the-way-there_female.html
SRFsGF,Post-Purchase - PWO Stack 2 - Cross-Sell - 2025 - V2,pwo-stack-2,live,Added to List,86367840,SEND_EMAIL,TjrYCw,F-PP-PWO-Stack-Crs-Sl-Cr-1,Email,default,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,X3EcVK,pwo-stack-2_email-1_what-most-people-miss-about-post-workout-recovery_default.html
SRFsGF,Post-Purchase - PWO Stack 2 - Cross-Sell - 2025 - V2,pwo-stack-2,live,Added to List,86367847,SEND_EMAIL,S5pTpg,F-PP-PWO-Stack-Crs-Sl-Cr-2,Email,default,2,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,S7EAhf,pwo-stack-2_email-2_youre-90-of-the-way-there_default.html
SRFsGF,Post-Purchase - PWO Stack 2 - Cross-Sell - 2025 - V2,pwo-stack-2,live,Added to List,86367851,SEND_EMAIL,QPmNa2,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-L,Email,female-legionnaire,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,SBMFEv,pwo-stack-2_email-1_what-most-people-miss-about-post-workout-recovery_female-legionnaire.html
SRFsGF,Post-Purchase - PWO Stack 2 - Cross-Sell - 2025 - V2,pwo-stack-2,live,Added to List,86367857,SEND_EMAIL,WK3eWG,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-2-L,Email,legionnaire,1,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,YkZyRW,pwo-stack-2_email-1_youre-90-of-the-way-there_legionnaire.html
SRFsGF,Post-Purchase - PWO Stack 2 - Cross-Sell - 2025 - V2,pwo-stack-2,live,Added to List,86367859,SEND_EMAIL,WEpYBi,F-PP-PWO-Stack-Crs-Sl-Cr-1-L,Email,legionnaire,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,YnUNyK,pwo-stack-2_email-1_what-most-people-miss-about-post-workout-recovery_legionnaire.html
